budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,education,year active,birth day,birth place,roles,died,link,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
28000000.0,Universal Pictures,United States,Michael Ritchie,Comedy,8119205.0,A Simple Wish,PG,1997-07-11,89,5.4,Martin Short,4549,Jeff Rothberg,1997,,,1938-11-28,"Waukesha, Wisconsin, United States",Film director,1,https://en.wikipedia.org/wiki/Michael_Ritchie_(film_director),1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
25000000.0,L.A. Films,United States,John Landis,Comedy,39246734.0,¡Three Amigos!,PG,1986-12-12,104,6.4,Steve Martin,57406,Steve Martin,1986,,1969-present,1950-08-03,"Chicago, Illinois, U.S.",Directorproducerscreenwriteractorcomedian,0,https://en.wikipedia.org/wiki/John_Landis,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
39000000.0,Eddie Murphy Productions,United States,John Landis,Comedy,128152300.0,Coming to America,R,1988-06-29,116,7.0,Eddie Murphy,130485,Eddie Murphy,1988,,1969-present,1950-08-03,"Chicago, Illinois, U.S.",Directorproducerscreenwriteractorcomedian,0,https://en.wikipedia.org/wiki/John_Landis,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
35000000.0,Joseph S. Vecchio Entertainment,United States,John Landis,Comedy,23562716.0,Oscar,PG,1991-04-26,109,6.4,Sylvester Stallone,25116,Claude Magnier,1991,,1969-present,1950-08-03,"Chicago, Illinois, U.S.",Directorproducerscreenwriteractorcomedian,0,https://en.wikipedia.org/wiki/John_Landis,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
0.0,Warner Bros.,United States,John Landis,Action,4972818.0,Innocent Blood,R,1992-09-25,112,6.2,Anne Parillaud,7833,Michael Wolk,1992,,1969-present,1950-08-03,"Chicago, Illinois, U.S.",Directorproducerscreenwriteractorcomedian,0,https://en.wikipedia.org/wiki/John_Landis,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
55000000.0,Paramount Pictures,United States,John Landis,Action,42610000.0,Beverly Hills Cop III,R,1994-05-25,104,5.5,Eddie Murphy,64891,Danilo Bach,1994,,1969-present,1950-08-03,"Chicago, Illinois, U.S.",Directorproducerscreenwriteractorcomedian,0,https://en.wikipedia.org/wiki/John_Landis,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
28000000.0,Universal Pictures,United States,John Landis,Action,13979599.0,Blues Brothers 2000,PG-13,1998-02-06,123,4.8,Dan Aykroyd,27480,Dan Aykroyd,1998,,1969-present,1950-08-03,"Chicago, Illinois, U.S.",Directorproducerscreenwriteractorcomedian,0,https://en.wikipedia.org/wiki/John_Landis,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
13800000.0,Touchstone Pictures,United States,Martin Scorsese,Drama,52293982.0,The Color of Money,R,1986-10-17,119,7.0,Paul Newman,62495,Walter Tevis,1986,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
25000000.0,Warner Bros.,United States,Martin Scorsese,Crime,46836394.0,Goodfellas,R,1990-09-21,146,8.7,Robert De Niro,802599,Nicholas Pileggi,1990,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
35000000.0,Amblin Entertainment,United States,Martin Scorsese,Crime,79100000.0,Cape Fear,R,1991-11-15,128,7.3,Robert De Niro,138370,John D. MacDonald,1991,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
30000000.0,Columbia Pictures Corporation,United States,Martin Scorsese,Drama,32200000.0,The Age of Innocence,PG,1993-10-01,139,7.2,Daniel Day-Lewis,39143,Edith Wharton,1993,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
28000000.0,De Fina-Cappa,United States,Martin Scorsese,Biography,5532301.0,Kundun,PG-13,1998-01-16,134,7.0,Tenzin Thuthob Tsarong,22853,Melissa Mathison,1997,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
55000000.0,De Fina-Cappa,United States,Martin Scorsese,Drama,16640210.0,Bringing Out the Dead,R,1999-10-22,121,6.8,Nicolas Cage,55769,Joe Connelly,1999,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
100000000.0,Miramax,United States,Martin Scorsese,Crime,77812000.0,Gangs of New York,R,2002-12-20,167,7.5,Leonardo DiCaprio,340246,Jay Cocks,2002,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
90000000.0,Warner Bros.,United States,Martin Scorsese,Crime,132384315.0,The Departed,R,2006-10-06,151,8.5,Leonardo DiCaprio,962185,William Monahan,2006,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
80000000.0,Paramount Pictures,United States,Martin Scorsese,Mystery,128012934.0,Shutter Island,R,2010-02-19,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
150000000.0,Paramount Pictures,United States,Martin Scorsese,Adventure,73864507.0,Hugo,PG,2011-11-23,126,7.5,Asa Butterfield,264187,John Logan,2011,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
100000000.0,Red Granite Pictures,United States,Martin Scorsese,Biography,116900694.0,The Wolf of Wall Street,R,2013-12-25,180,8.2,Leonardo DiCaprio,895552,Terence Winter,2013,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
46000000.0,Cappa Defina Productions,United States,Martin Scorsese,Adventure,7079191.0,Silence,R,2017-01-13,161,7.2,Andrew Garfield,61798,Jay Cocks,2016,New York University,1963-present,1942-11-17,"New York City, U.S.",Filmmaker and actor,0,https://en.wikipedia.org/wiki/Martin_Scorsese,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
0.0,Columbia Pictures Corporation,United States,John G. Avildsen,Action,115103979.0,The Karate Kid Part II,PG,1986-06-20,113,5.9,Pat Morita,58370,Robert Mark Kamen,1986,,1969-2017,1935-12-21,"Oak Park, Illinois, U.S.",Film director,1,https://en.wikipedia.org/wiki/John_G._Avildsen,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
0.0,TriStar Pictures,United States,John G. Avildsen,Comedy,17514553.0,For Keeps?,PG-13,1988-01-15,90,5.9,Molly Ringwald,3277,Tim Kazurinsky,1988,,1969-2017,1935-12-21,"Oak Park, Illinois, U.S.",Film director,1,https://en.wikipedia.org/wiki/John_G._Avildsen,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
0.0,Columbia Pictures Corporation,United States,John G. Avildsen,Action,38956288.0,The Karate Kid Part III,PG,1989-06-30,112,5.0,Ralph Macchio,38560,Robert Mark Kamen,1989,,1969-2017,1935-12-21,"Oak Park, Illinois, U.S.",Film director,1,https://en.wikipedia.org/wiki/John_G._Avildsen,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
10000000.0,Norman Twain Productions,United States,John G. Avildsen,Drama,31906454.0,Lean on Me,PG-13,1989-03-03,108,7.4,Morgan Freeman,15445,Michael Schiffer,1989,,1969-2017,1935-12-21,"Oak Park, Illinois, U.S.",Film director,1,https://en.wikipedia.org/wiki/John_G._Avildsen,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
42000000.0,United Artists,United States,John G. Avildsen,Drama,40946358.0,Rocky V,PG-13,1990-11-16,104,5.2,Sylvester Stallone,102375,Sylvester Stallone,1990,,1969-2017,1935-12-21,"Oak Park, Illinois, U.S.",Film director,1,https://en.wikipedia.org/wiki/John_G._Avildsen,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
7000000.0,Jersey Films,United States,John G. Avildsen,Biography,19604000.0,8 Seconds,PG-13,1994-02-25,105,6.5,Luke Perry,4037,Monte Merrick,1994,,1969-2017,1935-12-21,"Oak Park, Illinois, U.S.",Film director,1,https://en.wikipedia.org/wiki/John_G._Avildsen,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
10000000.0,Amblin Entertainment,United States,Richard Benjamin,Comedy,37499651.0,The Money Pit,PG,1986-03-26,91,6.3,Tom Hanks,41278,David Giler,1986,,1962-present,1938-05-22,"New York City, New York, U.S.",Actordirectorproducer,0,https://en.wikipedia.org/wiki/Richard_Benjamin,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
20000000.0,Weintraub Entertainment Group,United States,Richard Benjamin,Comedy,13854000.0,My Stepmother Is an Alien,PG-13,1988-12-09,105,5.2,Dan Aykroyd,22281,Jerico,1988,,1962-present,1938-05-22,"New York City, New York, U.S.",Actordirectorproducer,0,https://en.wikipedia.org/wiki/Richard_Benjamin,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
15000000.0,Columbia Pictures Corporation,United States,Richard Benjamin,Drama,1733070.0,Little Nikita,PG,1988-03-18,98,6.0,Sidney Poitier,4132,John Hill,1988,,1962-present,1938-05-22,"New York City, New York, U.S.",Actordirectorproducer,0,https://en.wikipedia.org/wiki/Richard_Benjamin,1024800.0,1113100.0,1225000.0,1369300.0,1485900.0,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2862475.0,3210950.0,3345000.0,3638125.0,4040700.0,4346750.0,4590125.0,4870225.0,5252625.0,5657700.0,5979575.0,6174050.0,6539300.0,6878700.0,7308775.0,7664050.0,8100175.0,8608525.0,9089150.0,9660625.0,10284750.0,10621825.0,10977525.0,11510675.0,12274925.0,13093700.0,13855900.0,14477625.0,14718575.0,14418725.0,14964400.0,15517925.0,16155250.0,16691500.0,17393100.0,18120700.0,18624450.0,19485400.0,20494050.0,21344667.0,22198116.0,23059653.0,23922822.0,24812956.0,25728734.0
